abandon,"vt.放弃,遗弃;n.放任,狂热"
dispose,"v.处理,处置,部署;vt.布置,安排,除去,使愿意"
dispute,"v.争论,辩论,怀疑,抗拒,阻止,争夺(土地,胜利等);n.争论,辩论,争吵"
dissolve,"v.溶解,解散"
distinct,"adj.清楚的,明显的,截然不同的,独特的"
distinction,"n.区别,差别,级别,特性,声望,显赫"
distinguish,"v.区别,辨别"
distress,"n.悲痛,穷困,不幸,危难,忧伤;v.使悲痛,使穷困,使忧伤"
distribute,"vt.分发,分配,散布,分布,分类,分区;v.分发"
distribution,"n.分配,分发,配给物,销售,法院对无遗嘱死亡者财产的分配,分布状态,区分,分类,发送,发行"
disturb,"vt.弄乱,打乱,打扰,扰乱;v.扰乱"
ditch,"n.沟,沟渠,壕沟"
dive,"vi.潜水,跳水,下潜,俯冲;n.潜水,跳水,下潜,俯冲"
diverse,"adj.不同的,变化多的"
divide,"v.分,划分,分开,隔开"
division,"n.分开,分割,区分,除法,公司,(军事)师,分配,分界线"
divorce,"n.离婚,脱离;vt.使离婚,与...脱离"
document,"n.公文,文件,文档,档案,文献;v.证明"
domestic,"adj.家庭的,国内的,与人共处的,驯服的"
dominant,"adj.有统治权的,占优势的,支配的;adj.[生物]显性的"
dominate,"v.支配,占优势"
donation,"n.捐赠品,捐款,贡献"
donkey,"n.驴子,笨蛋,顽固者,(=donkeyengine)轻便发动机,(=donkeypump)辅助泵"
dorm,n.<俗>宿舍(=dormitory)
dormitory,n.宿舍
dose,"n.剂量,(一)剂,(一)服;v.(给...)服药"
extreme,"adj.尽头的,极端的,极度的,偏激的,最后的;n.极端,极端的事物"
eyesight,"n.视力,目力"
fabric,"n.织品,织物,布,结构,建筑物,构造"
facility,"n.容易,简易,灵巧,熟练,便利,敏捷,设备,工具"
factor,"n.因素,要素,因数,代理人"
faculty,"n.才能,本领,能力,全体教员,(大学的)系,科,(授予的)权力"
fade,"vi.(声音等)减弱下去,褪色,消失,枯萎,凋谢;vt.使褪色;n.淡入,淡出;adj.乏味的,平淡的"
failure,"n.失败,失败者,缺乏,失灵,故障,破产,疏忽,<美>不及格"
faint,"n.昏晕,昏倒;adj.虚落地,衰弱的,软弱的,无力的,微弱的,暗淡的,模糊的;vi.昏晕,昏倒,变得微弱,变得没气力"
fairly,"adv.公正地,正当的,公平对待某人,公平地,相当地,还算,清楚地"
fairy,"n.仙女,精灵,<美俚>漂亮姑娘;adj.仙女的"
faith,"n.信任,信念,宗教信仰,忠实,保证,诺言,约定"
faithful,"adj.守信的,忠实的,详确的,可靠的;n.信徒"
fame,"n.名声,名望,传说,<古>传闻;vt.(常用被动语态)使闻名,使有名望,盛传"
famine,"n.饥荒,<古>饥饿,严重的缺乏"
fancy,"adj.奇特的,异样的;vt.想象,设想,认为,爱好,自负;n.爱好,迷恋,想象力"
fantastic,"adj.幻想的,奇异的,稀奇古怪的,荒谬的,空想的"
fantasy,"n.幻想,白日梦"
fare,"n.费用,旅客,食物;vi.遭遇,进展,进步,经营,过活"
farewell,"n.辞别,再见,再会;int.再会,别了!(常含有永别或不容易再见面的意思)"
fascinating,"adj.迷人的,醉人的,着魔的"
fashion,"n.样子,方式,流行,风尚,时样;vt.形成,造,作,把...塑造成,使适应,使适合,改革,改变"
fashionable,"adj.流行的,时髦的"
fasten,"vt.扎牢,扣住,闩住,拴紧,使固定,系,集中于,强加于;vi.扣紧,抓住"
fatal,"adj.致命的,重大的,命运注定的,不幸的,致命的,毁灭性的"
fate,"n.天数,命运,运气;vt.注定,送命"
fatigue,"n.疲乏,疲劳,累活,[军]杂役;vt.使疲劳,使心智衰弱;vi.疲劳"
faulty,"adj.有过失的,有缺点的,不完美的,不完善的"
favour,"n.亲切,宠爱"
favourable,"adj.赞成的,称许的,有利的,顺利的;n.有利"
favourite,"adj.特别喜爱的,中意的;n.特别喜爱的(或物)"
fearful,"adj.可怕的,吓人的,恐怕的,严重的"
feasible,"adj.可行的,切实可行的"
feather,"n.翎毛,轻的东西,羽毛;vi.长羽毛;vt.用羽毛装饰,射掉(飞禽)的羽毛"
feature,"n.面貌的一部分(眼,口,鼻等)特征,容貌,特色,特写;vt.是...的特色,特写,放映;vi.起重要作用"
federal,"adj.联邦的,联合的,联邦制的,同盟的;n.(南北战争)北部联邦同盟盟员,连邦软件公司,国内正版软件商"
fee,"n.费(会费、学费等),酬金"
feedback,"n.[无]回授,反馈,反应"
female,"n.女性,女人,雌兽;adj.女性的,女子的,妇女的,雌的,柔弱的,(声,色)柔和的"
fertile,"adj.肥沃的,富饶的,能繁殖的"
fertilizer,"n.肥料(尤指化学肥料),[动]受精媒介物"
festival,"n.节日,喜庆日,音乐节,戏剧节,喜庆,欢宴,欢乐;adj.节日的,快乐的"
fibre,"n.纤维,构造,纤维制品,[植]须根"
fiction,"n.虚构,编造,小说"
fierce,"adj.凶猛的,猛烈的,热烈的,暴躁的<美>极讨厌的,难受的,<英方>精力旺盛的"
figure,"n.外形,轮廓,体形,图形,画像,数字,形状,身份;vt.描绘,塑造,表示,象征,演算,认为;vi.出现,考虑,出名,扮演角色"
filter,"n.滤波器,过滤器,滤光器,筛选;vt.过滤,渗透,用过滤法除去;vi.滤过,渗入,(消息等)走漏,慢慢传开"
finally,"adv.最后,终于,不可更改地,决定性地"
finance,"n.财政,金融,财政学;vt.供给...经费,负担经费;vi.筹措资金"
financial,"adj.财政的,金融的"
finding,"n.发现,发现物,决定,[律]裁决"
fireman,"n.救火队员,消防队员"
fisherman,"n.渔民,渔夫"
flame,"n.火焰,光辉,光芒,热情,激情"
flash,"[计]动画编辑工具;n.闪光,闪现,一瞬间;vi.闪光,闪现,反射,使迅速传便;vt.使闪光,反射;adj.闪光的,火速的"
flat,"adj.平坦的,单调的,浅的,干脆的,无聊的,无力的;adv.平直地,仰卧地,正好,断然地;n.平面,平地,一层,公寓;v.变平,降半音"
flee,"vt.逃避,逃跑,逃走;vi.消散,逃,消失"
fleet,"n.舰队(有固定活动地区舰队),港湾,小河;adj.快速的,敏捷的,浅的;adv.浅;vt.消磨;vi.疾驰,飞逝,掠过"
flesh,"n.肉,(供食用的)兽肉,肉体,肉欲,果肉,蔬菜的嫩部,亲属,人体;vt.以肉喂(猎犬等),使肥,赋以血肉;vi.长胖"
flexible,"adj.柔韧性,易曲的,灵活的,柔软的,能变形的,可通融的"
float,"n.漂流物,浮舟,浮萍,彩车;vi.浮动,飘浮,散播,摇摆,动摇(计划等)付诸实行;vt.使漂浮,容纳,淹没,发行,实行,用水注满"
flock,"n.羊群,(禽、畜等的)群,大量,众多;v.聚结"
flood,"n.洪水,水灾,(因雨)涨潮,[诗]水;vt.淹没,使泛滥,注满,充满;vi.被水淹,溢出,涌进,喷出,涌出"
flour,n.面粉
flourish,"vi.繁荣,茂盛,活跃,手舞足蹈,兴旺,处于旺盛时期;vt.挥动,夸耀;n.茂盛,兴旺,华饰,繁荣"
fluent,"adj.流利的,流畅的"
fluid,"n.流动性,流度;adj.流动的,不固定的,可改变的,可另派用场的,流畅的"
focus,"n.(兴趣活动等的)中心,焦点,焦距,[医]病灶,[地](地震的)震源;vi.聚焦,注视;vt.使集中在焦点上,定焦点,调焦,集中"
fog,"n.雾,烟雾,尘雾,迷惑,苔藓;vi.被雾笼罩,变模糊;vt.使困惑,以雾笼罩"
fold,"n.折,羊栏,折痕,信徒;vt.折叠,包,合拢,抱住,笼罩,调入,交迭;vi.折叠起来,彻底失败"
folk,"n.人们,亲属(复数),民族;adj.民间的"
following,"n.下列各项,部下,党羽;adj.下列的,其次的;prep.在...之后"
footstep,"n.脚步,脚步声,一步跨出去的距离"
forbid,"vt.禁止,不许;v.禁止"
force,"n.力量,武力,精力,魄力,势力,暴力,[复]军队,影响力;vt.强制,强加,(用武力)夺取,促使,推动,施加压力"
forecast,"n.先见,预见,预测,预报;vt.预想,预测,预报,预兆"
forehead,"n.前额,(任何事物的)前部"
forge,"v.稳步前进,铸造,伪造"
formal,"adj.外形的,正式的,合礼仪的,形式的,整齐匀称的;n.正式的社交活动"
format,"n.开本,版式,形式,格式;vt.安排...的格局(或规格),[计]格式化(磁盘)"
formation,"n.形成,构成,编队"
horizontal,"adj.地平线的,水平的"
horn,"n.(牛、羊等的)角,喇叭,触角;v.装角"
horrible,"adj.可怕的,恐怖的,讨厌的"
horror,"n.惊骇,恐怖,惨事,极端厌恶"
horsepower,n.马力
hostile,"adj.敌对的,敌方的;n.敌对"
household,"n.一家人,家庭,家族,王室;adj.家庭的,家族的,家属的,普通的,平常的"
housing,"n.供给住宅,住宅群,机架,住房供给"
humble,"adj.卑下的,微贱的,谦逊的,粗陋的;vt.使...卑下,挫,贬抑"
humorous,"adj.富幽默感的,滑稽的,诙谐的,想入非非的,异想天开的"
humour,"n.幽默,诙谐"
hunt,"v.打猎,猎取,搜索,搜寻,猎获;n.打猎,猎取,搜索,搜寻,狩猎"
hut,"n.小屋,棚屋"
hydrogen,n.氢
ideal,"n.理想;adj.理想的,完美的,想象的,观念的,唯心论的"
identical,"adj.同一的,同样的"
identify,"vt.识别,鉴别,把...和...看成一样;v.确定"
identity,"n.同一性,身份,一致,特性,恒等式"
idle,"adj.空闲的,懒惰的,停顿的,无用的;vi.不做事,游手好闲,(机器)空转,虚度,不作事,游手好闲,浪费;vt.虚度,使空闲,使空转"
ignorance,"n.无知,不知"
ignorant,adj.无知的
ignore,"vt.不理睬,忽视,[律](因证据不足而)驳回诉讼"
illegal,"adj.违法的,不合规定的"
illustrate,"vt.举例说明,图解,加插图于,阐明;vi.举例"
illustration,"n.说明,例证,例子,图表,插图,图解"
image,"n.图象,肖像,偶像,形象化的比喻,极为相象,映像,典型;vt.想象,作...的像,反映,象征"
imaginary,"adj.假想的,想象的,虚构的"
imagination,"n.想象,空想,想象的事物,想象力,听觉"
imitate,"vt.模仿,仿效,仿制,仿造;v.模仿"
immediately,"adv.立即,马上,直接地"
immense,"adj.极广大的,无边的,<口>非常好的"
immigrant,"adj.(从外国)移来的,移民的,移居的;n.移民,侨民"
impact,"n.碰撞,冲击,冲突,影响,效果;vt.挤入,撞击,压紧,对...发生影响"
impatient,"adj.不耐烦的,急躁的,不耐心的"
implement,"n.工具,器具;vt.贯彻,实现;v.执行"
implication,"n.牵连,含意,暗示"
imply,"vt.暗示,意味"
import,"n.进口货(常用复数),进口,输入,意思,重要性;vt.输入,进口,含...的意思,重要,引入;vi.有关系,有重要性"
impose,"vt.征税,强加,以...欺骗;vi.利用,欺骗,施影响"
impress,"vt.印,盖印,留下印象"
impression,"n.印象,感想,盖印,压痕"
impressive,"adj.给人深刻印象的,感人的"
improve,"v.改善,改进"
improvement,"n.改进,进步"
incident,"n.事件,事变;adj.附带的,易于发生的"
incline,"n.倾斜,斜坡,斜面;vt.使倾向于,使倾斜;vi.倾向,倾斜"
include,"vt.包括,包含"
increasingly,"adv.日益,愈加"
incredible,adj.<口>难以置信的
independence,"n.独立,自主"
independent,"n.中立派,无党派者;adj.独立自主的,不受约束的"
index,"n.索引,[数学]指数,指标,(刻度盘上)指针;vt.编入索引中,指出;vi.做索引"
indicate,"vt.指出,显示,象征,预示,需要,简要地说明"
indication,"n.指出,指示,迹象,暗示"
indifferent,adj.无关紧要的
indirect,"adj.间接的,迂回的"
indispensable,"n.不可缺少之物;adj.不可缺少的,绝对必要的"
individual,"n.个人,个体;adj.个别的,单独的,个人的"
indoor,"adj.户内的,室内的"
industrial,"adj.工业的,产业的,实业的,从事工业的;n.工业工人,[商]工业股票"
industrialize,vt.使工业化;vi.工业化
inevitable,"adj.不可避免的,必然的"
infant,"n.婴儿,幼儿;adj.婴儿的,幼稚的"
infect,"vt.[医]传染,感染"
infer,v.推断
inference,n.推论
inferior,"adj.下等的,下级的,差的,次的,自卑的,劣等的"
infinite,"n.无限的东西(如空间、时间),[数]无穷大;adj.无穷的,无限的,无数的,极大的"
inflation,"n.胀大,夸张,通货膨胀,(物价)暴涨"
influence,"n.影响,感化,势力,有影响的人(或事),(电磁)感应;vt.影响,改变"
influential,"adj.有影响的,有势力的"
inform,"v.(～of/about)通知,告诉,获悉,告知"
ingredient,"n.成分,因素"
inhabitant,"n.居民,居住者"
inherit,"vt.继承,遗传而得"
initial,"adj.最初的,词首的,初始的;n.词首大写字母"
initiative,n.主动
injection,"n.注射,注射剂,(毛细血管等的)充血,(人造卫星,宇宙飞船等的)射入轨道"
injure,"vt.损害,伤害;v.伤害"
injury,"n.伤害,侮辱"
inn,"n.(尤指乡村或公路边的)旅馆,客栈;vi.住旅馆"
lower,"adj.较低的,下级的,下等的,下游的;vi.降低,跌落,减弱;vt.放下,降下,减弱,贬低"
loyal,"adj.忠诚的,忠心的"
loyalty,"n.忠诚,忠心"
lucky,"adj.幸运的,吉祥的,侥幸的"
luggage,"n.行李,皮箱"
lump,"n.块（尤指小块）,肿块,笨人;vt.使成块状,混在一起,忍耐,笨重地移动;vi.结块"
lung,"n.肺,呼吸器,肺脏"
luxury,"n.奢侈,华贵"
machinery,"n.[总称]机器,机械"
magic,"n.魔法,巫术,戏法;adj.魔术的,有魔力的,不可思议的"
magnet,"n.磁体,磁铁"
magnetic,"adj.磁的,有磁性的,有吸引力的"
magnificent,"adj.华丽的,高尚的,宏伟的"
maid,"n.少女,女仆"
mainland,n.大陆
maintain,"vt.维持,维修,继续,供养,主张"
maintenance,"n.维护,保持,生活费用,扶养"
major,"n.<美>[教]主修课,[律]成年人,[乐]大调;vi.主修"
majority,"n.多数,大半;n.[律]成年"
male,"adj.男的,雄的,男性"
management,"n.经营,管理,处理,操纵,驾驶,手段"
mankind,"n.人类,男性,男子"
manner,"n.礼貌,风格,方式,样式,习惯"
manual,"n.手册,指南;adj.手的,手动的,手工的,体力的,手册(性质)的,[律]实际占有的"
manufacture,"vt.制造,加工;n.制造,制造业,产品"
manufacturer,"n.制造业者,厂商"
margin,"n.页边的空白,(湖、池等的)边缘,极限,利润,差数,(时间、金额等的)富余;vt.加边于,加旁注于"
marine,"n.舰队,水兵,海运业;adj.海的,海产的,航海的,船舶的,海运的"
market,"n.市场,销路,行情;vt.在市场上交易,使上市;vi.在市场上买卖"
marriage,"n.结婚,婚姻,婚姻生活,密切结合,合并"
married,"adj.已婚的,婚姻的"
marry,"vt.娶,嫁,和...结婚"
marvelous,"adj.引起惊异的,不可思议的,非凡的"
Marxist,adj.马克思主义的;n.马克思主义者
mask,"n.面具,掩饰,石膏面像;vt.戴面具,掩饰,使模糊;vi.化装,戴面具,掩饰,参加化装舞会"
mass,"n.块,大多数,质量,群众,大量;adj.群众的,大规模的,集中的;vt.使集合;vi.聚集"
massive,"adj.厚重的,大块的,魁伟的,结实的"
mat,"n.席子,垫子;v.铺席子"
mate,"n.配偶,对手,助手;vt.使配对,使一致,结伴;vi.成配偶,紧密配合"
material,"n.材料,原料,物资,素材,布料;adj.物质的,肉体的,具体的,重要的,实质性的"
mathematical,"adj.数学的,精确的"
mathematics,n.数学;
mature,"adj.成熟的,到期的,充分考虑的,(票据等)到期的;vt.使成熟;vi.成熟,到期"
maximum,"n.最大量,最大限度,极大;adj.最高的,最多的,最大极限的"
mayor,n.市长
meaning,"n.意义,含意,意图,[逻]内涵;adj.意味深长的"
means,"n.手段,方法;v.意味,想要"
meantime,"n.其间,其时;adv.其间"
meanwhile,"(=meantime)n.其间,其时;adv.其间"
measure,"n.尺寸,量度器,量度标准,方法,测量,措施;vt.测量,测度,估量,分派,权衡,调节;vi.量"
measurement,"n.测量法,度量,(量得的)尺寸,度量单位制"
mechanic,"n.技工,机修工,机械士"
mechanical,"adj.机械的,机械制的,机械似的,呆板的"
mechanism,"n.机械装置,机构,机制"
medal,"n.奖章,勋章,纪念章;v.授予...奖章"
media,n.媒体
medium,"n.媒体,方法,媒介;adj.中间的,中等的,半生熟的"
melt,"v.(使)融化,(使)熔化,使软化,使感动"
membership,"n.成员资格,成员人数"
memorial,"n.纪念物,纪念馆,纪念议事,请愿书;adj.记念的,记忆的"
mental,"adj.精神的,智力的"
mention,"vt.提及,说起;n.提及,说起;v.论及,提及"
menu,n.菜单
merchant,"n.商人,批发商,贸易商,店主;adj.商业的,商人的"
mercy,"n.仁慈,宽恕,怜悯"
mere,"adj.仅仅的,起码的,纯粹的"
merely,"adv.仅仅,只,不过"
merit,"n.优点,价值;v.有益于"
merry,"adj.欢乐的,愉快的"
mess,"n.混乱,脏乱;v.弄乱"
metric,"adj.米制的,公制的"
microphone,"n.扩音器,麦克风"
microscope,n.显微镜
mild,"adj.温和的,温柔的,淡味的,轻微的,适度的,不含有害物质的的"
military,"adj.军事的,军用的"
mill,"n.压榨机,磨坊,磨粉机,工厂,制造厂;vt.碾磨,磨细,搅拌,使乱转,打;vi.乱转,被碾磨"
millimetre,n.毫米
mineral,"n.矿物,矿石"
minimum,"adj.最小的,最低的;n.最小值,最小化"
minister,"n.部长,大臣"
ministry,n.(政府的)部门
painful,"adj.疼痛的,使痛苦的"
painter,"n.画家,油漆匠"
palm,"n.手掌,棕榈,(象征胜利的)棕榈叶;vt.与...握手,藏...于掌中,蒙混"
panel,"n.面板,嵌板,仪表板,座谈小组,全体陪审员;vt.嵌镶板"
panic,"n.惊慌,恐慌,没有理由的"
pants,"n.裤子,短裤"
parade,"n.游行,炫耀,阅兵,检阅,阅兵场;v.游行,炫耀,夸耀,(使)列队行进"
paragraph,"n.(文章)段,节,段落"
parallel,"adj.平行的,相同的,类似的,并联的;n.平行线,平行面,类似,相似物;v.相应,平行"
parcel,"n.小包,包裹;vt.打包,捆扎"
parliament,"n.国会,议会"
partial,"adj.部分的,局部的,偏袒的,偏爱的;n.泛音"
participate,"vi.参与,参加,分享,分担"
particle,"n.粒子,点,极小量,微粒,质点,小品词,语气"
particularly,"adv.独特地,显著地"
partner,"n.合伙人,股东,舞伴,伴侣;vt.与...合伙,组成一对;vi.做伙伴,当助手"
passion,"n.激情,热情"
passive,adj.被动的
passport,n.护照
paste,"n.糊,面团,黏土团;vt.用浆糊粘,张贴;n.粘贴"
pat,"n.轻拍,(黄油)小块;v.轻拍;adv.适时,正好,恰好;adj.恰好的,合适的,人为的"
patch,"n.片,补缀,碎片,斑纹,斑点,小块地,眼罩,傻瓜;vt.修补,补缀,掩饰,平息"
patience,"n.耐性,忍耐"
patient,"n.病人,患者;adj.忍耐的,耐心的"
pattern,"n.模范,式样,模式,样品,格调,图案;vt.模仿,仿造,以图案装饰;vi.形成图案"
paw,"n.手掌,手爪;v.以蹄扒地,抓,笨拙地使用,费力地前进,(人)用手笨拙地摸;abbr.[军]Plasma-ArcWelding,等离子弧焊"
payment,"n.付款,支付,报酬,偿还,报应,惩罚"
pea,n.豌豆
peak,"n.山顶,顶点,帽舌,(记录的)最高峰;adj.最高的;vi.到达最高点,消瘦,缩小;vt.使竖起,使达到最高点"
peculiar,"adj.奇特的,罕见的,特殊的;n.特有财产,特权"
peer,"n.同等的人,贵族;vi.凝视,窥视;vt.与...同等,封为贵族"
penalty,"n.处罚,罚款"
penetrate,"vt.穿透,渗透,看穿,洞察;vi.刺入,看穿,渗透,弥漫"
pension,"n.养老金,退休金"
pepper,n.胡椒粉
per,"prep.每,每一,由,经"
perceive,"vt.察觉;v.感知,感到,认识到"
percentage,"n.百分数,百分率,百分比"
perception,"n.理解;感知,感觉;DPS公司出的数字影像压缩卡"
perform,"vt.履行,执行,表演,演出;v.完成任务"
performance,"n.履行,执行,成绩,性能,表演,演奏"
permanent,"adj.永久的,持久的"
permission,"n.许可,允许"
persist,"vi.坚持,持续"
personality,"n.个性,人格,人物,名人,(用复数)诽谤、人身攻击"
personnel,"n.人员,职员"
perspective,"n.透视画法,透视图,远景,前途,观点,看法,观点,观察"
pessimistic,"adj.悲观的,厌世的"
petrol,n.<英>汽油（=<美>gasoline）
petroleum,n.石油
phase,"n.阶段,状态,相,相位;v.定相"
phenomenon,n.现象
philosopher,"n.哲学家,哲人"
philosophy,"n.哲学,哲学体系,达观,冷静"
physical,"adj.身体的,物质的,自然的,物理的;n.体格检查"
physician,"n.医师,内科医师"
physicist,"n.物理学者,唯物论者"
pierce,"vt.刺穿,刺破,穿透,突破,深深感动"
pigeon,n.鸽子
pill,"n.药丸,口服避孕药,弹丸"
pillar,"n.[建]柱子,栋梁,重要的支持者"
pillow,"n.枕头,枕垫"
pilot,"n.飞行员,领航员,引水员;vt.驾驶(飞机等),领航,引水;v.驾驶"
pinch,"n.捏,撮,收缩,紧急关头,匮乏,压力;vt.掐,夹痛,修剪,勒索,使感缺乏,使萎缩,偷;vi.收缩,节省"
pine,"n.松树,树木;v.消瘦,憔悴,渴望,渴慕"
pint,n.品脱
pit,"n.深坑,深渊,陷阱,(物体或人体表面)凹陷,(英国剧场的)正厅后排,正厅后排观众;vt.窖藏,使凹下,去...之核,使留疤痕,使竞争;vi.起凹点,凹陷"
pitch,"n.程度,斜度,树脂,投掷,定调,(船只)前后颠簸,倾斜,沥青;vt.投,掷,向前倾跌,定位于,用沥青涂,扎营;vi.搭帐篷,投掷,坠落,倾斜"
planet,n.[天]行星
plantation,"n.耕地,种植园,大农场,森林,人造林,殖民"
plastic,"n.塑胶,可塑体,塑料制品,整形;adj.塑胶的,塑造的,有可塑性的,造形的,(外科)整形的"
platform,"n.(车站)月台,讲台,讲坛;平台"
pledge,"n.保证,誓言,抵押,抵押品;vt.保证,使发誓,抵押,典当,举杯祝...健康"
plentiful,"adj.许多的,大量的,丰富的,丰饶的"
plot,"n.小块土地,地区图,图,秘密计划(特指阴谋),(小说的)情节.结构;vt.划分,绘图,密谋;vi.密谋,策划"
plug,"vt.堵,塞,插上,插栓;n.塞子,插头,插销"
plunge,"n.跳进,投入;vi.投入,跳进,陷入;vt.使投入,使插入,使陷入"
plural,adj.复数的
plus,"prep.加上;adj.正的,加的"
poem,"n.诗,象诗一样,美丽的东西"
poet,n.诗人
recommend,"vt.推荐,介绍,劝告,使受欢迎,托付,使...受欢迎,使...可取"
recommendation,"n.推荐,介绍(信),劝告,建议"
recorder,"n.记录员,录音[像]机;n.[计]宏录制器,记录器"
recover,"vt.重新获得,恢复,使改过;vi.痊愈,复原,胜诉;n.DOS命令:从含有损坏磁盘扇区的磁盘上恢复文件"
recovery,"n.恢复,痊愈,防御"
recreation,"n.消遣,娱乐"
recruit,"n.新兵,新分子,新会员;vt.使恢复,补充,征募;vi.征募新兵,复原"
reduction,"n.减少,缩影,变形,缩减量,约简"
reference,"n.提及,涉及,参考,参考书目,证明书(人),介绍信(人)"
refine,"vt.精炼,精制,使文雅高尚"
reflect,"v.反射,反映,表现,反省,细想"
reflection,"n.反射,映象,倒影,反省,沉思,反映"
reflexion,"n.<主英>（=reflection）反射,反射光"
reform,"n.改革,改善,改良运动,感化;vt.改革,革新,重新组成;vi.革新,改过,重组"
refresh,"v.(使)精神振作,(使)精力恢复,更新"
refrigerator,"n.电冰箱,冷藏库"
refugee,"n.难民,流亡者"
refusal,"n.拒绝,推却,优先取舍权,优先取舍的机会"
regarding,prep.关于
regardless,"adj.不管,不顾,不注意"
region,"n.区域,地方,(世界上某个特定的)地区,(艺术,科学等的)领域,(大气,海水等的)层"
register,"n.记录,登记簿,登记,注册,寄存器;vt.记录,登记,注册,提示,把...挂号;vi.登记,注册,挂号"
regulate,"vt.管制,控制,调节,校准"
regulation,"n.规则,规章,调节,校准"
reinforce,"vt.加强,增援,补充,增加...的数量,修补,加固;vi.求援,得到增援;n.加固物"
reject,"n.被拒之人,被弃之物,不合格品,落选者,不及格者;vt.拒绝,抵制,否决,呕出,驳回,丢弃"
relate,"vt.叙述,讲,使联系,发生关系"
relationship,"n.关系,关联"
relative,"n.亲戚,关系词,相关物,亲缘植物;adj.有关系的,相对的,比较而言的"
relativity,"n.相对性,相关性,[物]相对论"
relax,"vi.放松,休息,休养,变从容;vt.使松驰,缓和,使松懈,使休息"
release,"n.释放,让渡,豁免,发行的书,释放证书;vt.释放,解放,放弃,让与,免除,发表;n.版本,发布"
relevant,"adj.有关的,相应的"
reliable,"adj.可靠的,可信赖的"
relief,"n.(痛苦等的)减轻,(债务等的)免除,救济,调剂,安慰,浮雕,地貌"
relieve,"vt.减轻,解除,援救,救济,换班"
religion,"n.宗教,信仰"
religious,"adj.信奉宗教的,虔诚的,宗教上的,修道的,严谨的;n.僧侣,尼姑,修道士"
reluctant,"adj.不顾的,勉强的,难得到的,难处理的"
rely,"v.依赖,依靠,信赖,信任,依赖于"
remain,"vi.保持,逗留,剩余,残存"
remark,"n.备注,评论,注意,注释;vt.评论,注意,谈及;vi.谈论"
remarkable,"adj.不平常的,非凡的,值得注意的,显著的"
remedy,"n.药物,治疗法,补救,赔偿;vt.治疗,补救,矫正,修缮,修补"
remind,"vt.提醒,使想起"
remote,"adj.遥远的,偏僻的,细微的"
removal,"n.移动,免职,切除"
render,"vt.呈递,归还,着色,汇报,致使,放弃,表演,实施;vi.给予补偿;n.交纳,粉刷,打底"
renew,"vt.使更新,使恢复,重申,补充,续借,复兴;vi.更新,重新开始"
rent,"v.租,租借,出租;n.租金"
repeatedly,"adv.重复地,再三地"
repetition,"n.重复,循环,复制品,副本"
replace,"vt.取代,替换,代替,把...放回原处"
replacement,"n.归还,复位,交换,代替者,补充兵员,置换,移位"
reporter,"n.记者,通讯员"
represent,"vt.表现,描绘,声称,象征,扮演,回忆,再赠送,再上演;vi.提出异议"
representative,"n.代表;adj.典型的,有代表性的"
reproduce,"v.繁殖,再生,复制,使...在脑海中重现"
republican,"adj.共和国的,共和政体的,共和主义的,有关共和的;n.共和党人"
reputation,"n.名誉,名声"
require,"vt.需要,要求,命令"
requirement,"n.需求,要求,必要条件,需要的东西,要求必备的条件"
rescue,"vt.援救,营救;n.援救,营救"
resemble,"vt.象,类似"
reservation,"n.保留,(旅馆房间等)预定,预约"
reserve,"n.储备(物),储藏量,预备队;vt.储备,保存,保留,预定,预约"
reservior,"n.贮水池,贮藏处,贮备"
residence,"n.居住,住处"
resident,"n.居民;adj.居住的,常驻的"
resign,"n.辞去(职务);v.辞去,辞职"
resist,"vt.抵抗,反抗,抗,忍得住"
resistance,"n.反抗,抵抗,抵抗力,阻力,电阻,阻抗"
resistant,"adj.抵抗的,有抵抗力的"
resolution,"n.坚定,决心,决定,决议"
resolve,"n.决心;v.决心,决定,决心要,(使)分解,溶解,解决;vt.解决"
resort,"vi.求助,诉诸,采取(某种手段等),常去;n.凭借,手段,常去之地,胜地"
resource,"n.资源,财力,办法,智谋"
respect,"n.尊敬,敬重,注意,考虑,尊重,关系,有关,敬意;vt.尊敬,尊重,不防碍"
respective,"adj.分别的,各自的"
respectively,"adv.分别地,各个地"
respond,"v.回答,响应,作出反应;vi.有反应"
slim,"adj.苗条的,纤细的,不足取的,无价值的,细长的;v.变细,减肥"
slip,"n.滑倒,事故,片,纸片;vi.滑动,滑倒,失足,减退;vt.使滑动,滑过,摆脱,闪开,塞入;adj.滑动的,活络的,有活结的;abbr.SerialLineInterfaceProtocol,串行接口协议"
slippery,"adj.滑的,光滑的"
slope,"n.斜坡,斜面,倾斜;v.(使)顺斜"
smash,"v.打碎,粉碎;n.打碎,粉碎;adj.出色的"
snap,"v.猛地吸住,突然折断,使劈啪地晌,猛咬;n.猛咬,突然折断,劈啪声;adj.突然的"
soak,"adj.所谓的,号称的"
soar,"v.浸,泡,浸透;n.浸透"
so-called,"v.高飞,高丛,滑翔,剧增,昂扬;n.高飞范围,高涨程度"
social,"adj.社会的,爱交际的,社交的,群居的"
socialism,"n.社会主义,社会主义运动"
socialist,"n.社会主义者,社会党党员"
soda,"n.苏打,碳酸水"
software,n.软件
solar,"adj.太阳的,日光的"
sole,"adj.单独的,唯一的;n.脚底,鞋底,基础;v.换鞋底"
solemn,"adj.庄严的,隆重的,严肃的"
solution,"n.解答,解决办法,溶解,溶液,解决方案"
solve,"vt.解决,解答"
